atm_count,restaurant_count,pub_count,shop_count,bus_stop_count,train_station_count,subway_station_count,park_count,burglary_density_per_km2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.3176182159064
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.8346037803706
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.98330815297527
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.33771209179355
0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,471.1984494430032
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,475.2139635048419
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.743378543863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.16088636872453
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.8032462577145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.60253445464417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.71240364504126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.594744619453
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.2998650213676
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.2400759908217
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.6020320387755
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.4266553695085
